MinMemoryReq,9999.91364399607
time,coldStartTime,memorySize,excutingTime,nColdStart,nExcution
1243.523316062176,2762198.0,9809.08783662573,3266735.0,193,193
2290.0763358778627,2867616.0,9850.325931863821,3372625.0,203,203
3419.6891191709847,2953240.0,9996.704719742604,3458640.0,212,212
4580.152671755725,3081094.0,9966.204719742598,3588714.0,223,223
5595.854922279793,3186754.0,9972.797121964028,3694783.0,232,234
6839.378238341969,3266654.0,9947.331920498824,3775123.0,238,244
8082.901554404145,3387304.0,9988.16741833432,3898116.0,247,257
9160.30534351145,3477194.0,9981.560491927388,3988478.0,254,267
10259.067357512953,3562512.0,9947.475238471165,4074205.0,260,278
11450.381679389313,3644868.0,9945.189524185445,4158781.0,265,289
12746.113989637306,3704788.0,9950.390989386908,4219171.0,269,300
13989.637305699482,3764708.0,9996.90527510119,4279593.0,273,311
15000.0,3837503.0,9961.119560815472,4352808.0,278,321
16030.53435114504,3885776.0,9957.036471861415,4403353.0,281,333
17098.445595854922,3885776.0,9957.036471861415,4403744.0,281,342
18320.6106870229,3885776.0,9957.036471861415,4404216.0,281,352
19585.492227979274,3908212.0,9962.941233766178,4428870.0,282,364
20610.68702290076,3908212.0,9962.941233766178,4429360.0,282,376
21761.65803108808,3908212.0,9962.941233766178,4429751.0,282,385
22900.763358778626,3930648.0,9990.274567099512,4454500.0,283,397
23937.82383419689,3930648.0,9990.274567099512,4454891.0,283,406
25000.0,3930648.0,9990.274567099512,4455311.0,283,416
26106.870229007633,3930648.0,9990.274567099512,4455742.0,283,426
27357.512953367877,3930648.0,9990.274567099512,4457960.0,283,438
28396.946564885497,3930648.0,9990.274567099512,4458432.0,283,448
29533.678756476682,3930648.0,9990.274567099512,4458823.0,283,457
30687.022900763357,3948985.0,9914.607900432846,4489344.0,285,482
31709.84455958549,3948985.0,9914.607900432846,4489735.0,285,491
32953.367875647666,3948985.0,9914.607900432846,4490175.0,285,501
34196.891191709845,3948985.0,9914.607900432846,4492425.0,285,513
35267.17557251908,3948985.0,9914.607900432846,4492915.0,285,525
36373.05699481865,3948985.0,9914.607900432846,4493306.0,285,534
37500.0,3948985.0,9914.607900432846,4493809.0,285,544
38549.222797927454,3948985.0,9914.607900432846,4496010.0,285,555
39792.74611398963,3948985.0,9914.607900432846,4496450.0,285,565
41036.26943005181,3948985.0,9914.607900432846,4496970.0,285,578
42137.404580152666,3948985.0,9914.607900432846,4499190.0,285,589
43212.43523316062,3948985.0,9914.607900432846,4499581.0,285,598
44427.48091603053,3948985.0,9914.607900432846,4500053.0,285,608
45699.48186528498,3948985.0,9914.607900432846,4502382.0,285,623
46717.557251908394,3948985.0,9914.607900432846,4502854.0,285,633
47875.64766839378,3948985.0,9914.607900432846,4503245.0,285,642
49007.63358778626,3948985.0,9914.607900432846,4505465.0,285,653
50051.81347150259,3948985.0,9914.607900432846,4505874.0,285,664
51295.336787564775,3948985.0,9914.607900432846,4506314.0,285,674
52500.0,3948985.0,9914.607900432846,4506879.0,285,685
53587.78625954199,3948985.0,9914.607900432846,4509129.0,285,697
54715.025906735755,3948985.0,9914.607900432846,4509520.0,285,706
55877.86259541985,3948985.0,9914.607900432846,4510010.0,285,718
56891.19170984456,3948985.0,9914.607900432846,4512149.0,285,728
58134.715025906735,3948985.0,9914.607900432846,4512589.0,285,738
59378.23834196891,3948985.0,9914.607900432846,4513091.0,285,749
60451.12781954887,4432946.0,9961.925266400207,5080976.0,320,812
61675.977653631286,4432946.0,9961.925266400207,5081367.0,320,821
62681.56424581005,4432946.0,9961.925266400207,5081728.0,320,829
63687.15083798883,4432946.0,9961.925266400207,5082151.0,320,838
64692.737430167595,4432946.0,9961.925266400207,5084260.0,320,847
65698.32402234637,4432946.0,9961.925266400207,5084641.0,320,858
66703.91061452514,4432946.0,9961.925266400207,5085002.0,320,866
67709.49720670392,4432946.0,9961.925266400207,5087266.0,320,877
68715.08379888267,4432946.0,9961.925266400207,5087627.0,320,885
69720.67039106146,4432946.0,9961.925266400207,5087988.0,320,893
70726.25698324022,4432946.0,9961.925266400207,5088367.0,320,903
71729.32330827067,4432946.0,9961.925266400207,5090510.0,320,913
72737.43016759778,4432946.0,9961.925266400207,5090901.0,320,922
73743.01675977654,4432946.0,9961.925266400207,5091262.0,320,930
74748.60335195532,4432946.0,9961.925266400207,5091623.0,320,938
75754.18994413408,4432946.0,9961.925266400207,5094699.0,320,951
76759.77653631286,4432946.0,9961.925266400207,5095124.0,320,961
77765.36312849162,4432946.0,9961.925266400207,5095485.0,320,969
78770.9497206704,4432946.0,9961.925266400207,5097594.0,320,978
79776.53631284916,4432946.0,9961.925266400207,5097955.0,320,986
80782.12290502794,4432946.0,9961.925266400207,5098396.0,320,997
81787.7094972067,4432946.0,9961.925266400207,5098757.0,320,1005
82793.29608938548,4432946.0,9961.925266400207,5100961.0,320,1016
83798.88268156424,4432946.0,9961.925266400207,5101322.0,320,1024
84804.46927374303,4432946.0,9961.925266400207,5101683.0,320,1032
85810.0558659218,4432946.0,9961.925266400207,5102124.0,320,1043
86815.64245810056,4432946.0,9961.925266400207,5104233.0,320,1052
87821.22905027935,4432946.0,9961.925266400207,5104596.0,320,1061
88826.8156424581,4432946.0,9961.925266400207,5104957.0,320,1069
89832.40223463687,4432946.0,9961.925266400207,5105380.0,320,1078
90837.98882681565,4432946.0,9961.925266400207,5115296.0,320,1098
91843.57541899441,4432946.0,9961.925266400207,5115657.0,320,1106
92849.16201117318,4432946.0,9961.925266400207,5116020.0,320,1115
93854.74860335197,4432946.0,9961.925266400207,5118191.0,320,1125
94860.33519553073,4432946.0,9961.925266400207,5118552.0,320,1133
95865.92178770949,4432946.0,9961.925266400207,5118931.0,320,1143
96871.50837988827,4432946.0,9961.925266400207,5119292.0,320,1151
97877.09497206703,4432946.0,9961.925266400207,5121494.0,320,1161
98882.68156424581,4432946.0,9961.925266400207,5121919.0,320,1171
99888.26815642459,4432946.0,9961.925266400207,5122280.0,320,1179
100893.85474860335,4432946.0,9961.925266400207,5122659.0,320,1189
101899.44134078211,4432946.0,9961.925266400207,5124768.0,320,1198
102905.0279329609,4432946.0,9961.925266400207,5125191.0,320,1207
103910.61452513965,4432946.0,9961.925266400207,5125554.0,320,1216
104916.20111731844,4432946.0,9961.925266400207,5125915.0,320,1224
105921.7877094972,4432946.0,9961.925266400207,5128991.0,320,1237
106927.37430167597,4432946.0,9961.925266400207,5129414.0,320,1246
107932.96089385476,4432946.0,9961.925266400207,5129775.0,320,1254
108938.54748603352,4432946.0,9961.925266400207,5131884.0,320,1263
109944.13407821229,4432946.0,9961.925266400207,5132247.0,320,1272
110949.72067039106,4432946.0,9961.925266400207,5132626.0,320,1282
111955.30726256984,4432946.0,9961.925266400207,5133049.0,320,1291
112960.89385474859,4432946.0,9961.925266400207,5135251.0,320,1301
113966.48044692738,4432946.0,9961.925266400207,5135612.0,320,1309
114972.06703910616,4432946.0,9961.925266400207,5135975.0,320,1318
115977.6536312849,4432946.0,9961.925266400207,5136416.0,320,1329
116983.24022346368,4432946.0,9961.925266400207,5138525.0,320,1338
117988.82681564247,4432946.0,9961.925266400207,5138886.0,320,1346
118994.41340782121,4432946.0,9961.925266400207,5139247.0,320,1354
120000.0,4432967.0,9965.267371663365,5139604.0,321,1362
121121.49532710279,4599337.0,9954.783821879815,5387350.0,330,1428
122242.99065420561,4599337.0,9954.783821879815,5387713.0,330,1437
123243.24324324324,4599337.0,9954.783821879815,5388044.0,330,1446
124333.33333333334,4599337.0,9954.783821879815,5390204.0,330,1457
125513.51351351352,4599337.0,9954.783821879815,5390615.0,330,1469
126666.66666666667,4599337.0,9954.783821879815,5391027.0,330,1479
127741.93548387096,4599337.0,9954.783821879815,5393233.0,330,1491
128756.75675675675,4599337.0,9954.783821879815,5393626.0,330,1501
130000.0,4599337.0,9954.783821879815,5394038.0,330,1511
131027.02702702703,4599337.0,9954.783821879815,5394449.0,330,1523
132324.32432432432,4599337.0,9954.783821879815,5396590.0,330,1534
133333.33333333334,4599337.0,9954.783821879815,5397002.0,330,1544
134516.1290322581,4599337.0,9954.783821879815,5397367.0,330,1554
135567.56756756757,4599337.0,9954.783821879815,5399619.0,330,1568
136666.66666666666,4599337.0,9954.783821879815,5400031.0,330,1578
137837.83783783784,4599337.0,9954.783821879815,5400424.0,330,1588
139000.0,4599337.0,9954.783821879815,5402584.0,330,1599
140108.10810810814,4599337.0,9954.783821879815,5402995.0,330,1611
141290.32258064518,4599337.0,9954.783821879815,5403360.0,330,1621
142333.33333333334,4599337.0,9954.783821879815,5403772.0,330,1631
143351.35135135136,4599337.0,9954.783821879815,5406006.0,330,1643
144648.64864864867,4599337.0,9954.783821879815,5406399.0,330,1653
145666.66666666666,4599337.0,9954.783821879815,5406829.0,330,1665
146666.6666666667,4599337.0,9954.783821879815,5408940.0,330,1675
147891.8918918919,4599337.0,9954.783821879815,5409333.0,330,1685
149000.0,4599337.0,9954.783821879815,5409745.0,330,1695
150162.16216216213,4599337.0,9954.783821879815,5422849.0,330,1723
151333.3333333333,4599337.0,9954.783821879815,5423261.0,330,1733
152432.43243243243,4599337.0,9954.783821879815,5423654.0,330,1743
153644.8598130841,4599337.0,9954.783821879815,5424079.0,330,1753
154666.66666666666,4599337.0,9954.783821879815,5426177.0,330,1763
155666.6666666667,4599337.0,9954.783821879815,5426558.0,330,1774
156774.1935483871,4599337.0,9954.783821879815,5426953.0,330,1785
157945.94594594598,4599337.0,9954.783821879815,5429187.0,330,1797
159000.0,4599337.0,9954.783821879815,5429599.0,330,1807
160216.2162162162,4599337.0,9954.783821879815,5430010.0,330,1819
161250.0,4599337.0,9954.783821879815,5432121.0,330,1829
162333.33333333334,4599337.0,9954.783821879815,5432533.0,330,1839
163459.45945945947,4599337.0,9954.783821879815,5432926.0,330,1849
164516.1290322581,4599337.0,9954.783821879815,5433291.0,330,1859
165666.66666666666,4599337.0,9954.783821879815,5435562.0,330,1873
166702.70270270272,4599337.0,9954.783821879815,5435955.0,330,1883
168000.0,4599337.0,9954.783821879815,5436348.0,330,1893
169297.29729729728,4599337.0,9954.783821879815,5438538.0,330,1905
170322.5806451613,4599337.0,9954.783821879815,5438921.0,330,1917
